temp,hum,temp_outdoor,occupancy,time_of_day,ac_power
23.516142865001974,59.002358555267755,25.708919841141867,9,17,60.12481354182673
25.212152570443614,57.016529051292544,27.268679954112677,4,20,45.6576948206235
29.65855770363159,44.70027725223064,32.81455330142543,3,13,38.34747021617762
24.523733438495515,55.46079221633151,29.462775591028752,5,1,43.440018584638096
24.772651172168292,44.26311341082247,29.61567296498169,1,14,37.65734510677104
23.7766622527015,55.81082542900824,36.567365806626185,3,7,67.87244890896261
18.243686354102877,50.19352058511758,26.51769455106656,6,15,56.932264891348446
23.920458373652348,80.39381622782861,39.32099762943675,0,2,74.45847007220766
24.18069062982308,54.601056162482884,26.64346204314457,2,23,33.23461866823699
31.38972633745586,40.95760433738411,30.445990983062856,0,19,20.341509724669532
23.422917105656634,53.658197893230756,28.593982022986165,1,19,38.09108380442405
24.904642027000836,60.19358745637888,30.617095667504806,8,22,61.15986185785568
23.89586469088427,71.73363946152523,32.22295997536565,9,4,80.1343492319395
20.493965887141403,49.10547600061282,32.16917620044438,4,3,72.3035648827948
27.42846844354506,39.1757202597636,26.2344133468971,3,22,35.652298585712835
26.255799098060322,63.16837011430981,24.385426612762146,3,11,26.42021353170307
26.373095841129143,41.19401294100349,42.515858954528554,7,18,69.8833249443273
21.271837635615782,50.63844558492515,27.580078301997233,2,14,31.61376083980327
28.2083829328083,52.42379514489006,33.49606219335993,3,12,48.12851085024866
19.794446811623157,54.30366546699892,21.961793447384018,1,4,45.750198301861445
25.76057128140081,61.89164457074335,28.601936400476617,5,11,53.32776029488907
30.571366877429938,48.16365717713612,29.364003080087784,8,18,34.20703202245155
21.028391024607934,52.262707478332395,32.364075349639165,3,1,66.29379312249279
22.301106811191683,54.857296470506114,16.387729295040305,5,6,35.65183174394108
24.298954095262925,56.49597957518788,30.830703065391653,3,22,58.727932736181536
22.489573037651404,55.978271747079226,24.251292723160535,1,4,42.862463457630724
19.3480097068016,59.3600577522258,31.62172855597462,5,19,64.72477583555808
24.205688924418084,63.43839509641737,24.818354015809184,6,10,37.98227559338258
20.813088858821686,58.92634115650968,25.722586520372094,3,17,54.35152866060329
25.420777291905544,59.535855235092185,28.63186194803366,6,17,55.16592320856392
21.241727297298592,39.17776833253522,24.738352651984023,7,6,37.88692513804075
28.649803215052618,55.50227699165681,27.622327766323224,2,9,28.77424090745705
21.65024012299129,59.79507548001609,24.033121157283425,1,22,35.0232461836748
23.033815451382974,62.2894119457045,20.834147741506364,4,19,40.92484407505967
26.440551652109008,48.07649225766206,35.0897852621468,1,13,48.64391353059986
20.307407050698135,48.40960725111355,23.519756535880358,9,19,52.62917133470707
24.68237980381239,49.258993247164014,29.10659556196008,4,19,44.52873369891188
27.921428262847286,60.36413899891343,33.76445540746892,9,10,57.16695800618744
19.17755029631632,65.33881054924208,26.925279487419786,5,1,64.92401095222414
24.553901575596914,50.92539892708398,25.87417050127231,7,12,43.28370979131688
24.779648382745272,64.07962313627048,31.131190443337108,5,12,62.73885215108352
26.34546861533193,56.23479809164594,35.58966911363576,3,8,49.393649438285664
20.289147867365756,53.757142228375635,24.153423674567655,2,16,40.39583601005081
20.03863016074717,52.88615770182031,29.249260839912804,1,14,61.11127494854053
25.565824696850694,62.46611364602157,21.33752702516336,0,23,26.45635030966426
24.890954019699556,58.2557781678707,28.03399498158905,1,21,38.31008108856907
24.75147855103763,77.75825427647638,30.17102342269038,1,22,48.0261330874928
25.039344628490927,46.477753570026756,25.726876791224672,4,20,33.971420131118144
21.959925835264528,60.181017020299755,27.715040830873843,8,21,62.83301996304121
24.696761091483012,49.70798990188487,22.958866158462747,0,21,30.929589350046815
24.879217419896044,46.30713013011356,30.385393056907468,3,15,47.160976520387266
21.856945745920896,54.89132862965028,35.27847124441575,9,9,76.01436214799566
29.59732353343427,56.37352479407036,24.514280651147683,6,19,36.75381522243342
25.42149876273536,84.18173555060093,26.886641167238086,9,11,54.16201495020728
20.426089508392053,53.15854184316798,32.51273123227091,2,4,61.01125634179743
25.96966082590149,43.69821270515317,36.060453596613684,7,19,64.46432112151653
21.075954989318035,57.73010717494385,22.534050938955343,2,16,40.57198920797462
26.361253811227357,34.25359962453632,29.156076312920252,7,9,42.08957747377335
27.47578673702221,54.08043217395734,31.415654111597625,1,5,37.2286484309292
21.537953044944867,55.160252822951605,29.48971804685576,4,20,48.947461792095865
26.890128387732965,62.94600382945212,17.616039665614565,3,19,28.688531566694863
25.238342780809496,64.73622249427846,32.50545004654386,8,5,64.6766947154188
26.46618047998347,49.96430381092283,37.59668175545322,2,11,54.13131228213703
29.690378947961843,53.49385985370067,30.58330875584752,4,20,38.22786818503101
23.26383565199139,47.33879169389329,24.844469733528683,9,18,45.580441462403485
21.73879150692753,43.71937445192306,27.434363768178585,8,1,52.828437184701514
21.33145671112343,58.098947793806346,38.84956533827797,5,12,83.52204994985019
21.552569145103686,42.26414451403401,34.549812704302795,1,21,58.58228683152339
23.76869487175769,50.85373099428137,33.20013309192164,0,19,53.261462784146836
25.02345592444993,45.048260401007624,31.78206291767188,0,10,46.82812414192162
24.830072397990058,60.496831862902596,26.694314439045137,6,14,59.876684309491345
26.481549747108073,73.01430099266489,28.997144096721158,1,12,44.074079907942014
24.03900567563372,41.98412017196669,29.61038632160742,6,2,48.598057686307214
28.36060223147195,36.46981517102431,32.74787158032222,0,13,36.90136962291009
23.20602950028613,53.751131146499326,37.54459447133452,3,7,69.04585233062618
32.160507499768855,55.15697795957758,35.59169068396564,9,8,56.2392306124103
25.87700204329502,57.18659306757298,22.903078221019797,3,14,27.73830934870525
21.42852733075115,50.53679484765655,31.119974844505244,4,22,58.47391736243348
20.78732250581666,52.99360701174568,33.683816725839485,9,17,77.41352220769278
25.447417245729557,58.67510410540602,33.094301650723175,0,7,49.633240912689395
23.329611644022446,65.4043089264484,26.8538311830629,6,10,44.48153524386078
26.142001482276275,35.449512296817176,44.57054607884181,1,4,56.54149538462754
25.419712873720634,51.310605609685375,23.614577188344406,1,14,32.366831718525034
23.78151326202938,57.13808793941063,24.58405776666975,7,14,45.884961221864394
21.459618845794786,45.82023895389264,31.16797540630788,8,6,75.28564772095564
19.455458325942406,72.311696317673,40.584015274819265,5,20,95.65642645582598
22.660455143798938,48.64590119771263,25.819025746479145,0,17,29.570261811282094
26.569196382970418,54.58707312992717,28.67085817176504,0,11,40.712021936216615
24.642281232390612,60.56022096842291,35.386468365078464,6,11,74.65932490693038
20.262783663864035,49.087152111981055,29.91068922556133,7,3,60.79558859359491
24.519542777553546,36.53426952195583,28.32698072734852,2,10,37.14426865224043
25.15595213918651,50.71345473083467,32.8281645094336,8,20,58.81827591718059
21.3484276913966,65.2944055592704,31.362589951147967,3,5,55.003363992673236
24.461175317836584,51.631048732148614,35.152193928183955,3,20,65.7562415756825
24.174626155338,46.53565698541021,36.45734444532682,2,9,44.57626453788811
20.571089106508133,64.25672209502721,31.53501530002681,7,14,66.83196314892477
25.07336208104485,51.692251039769474,31.458663626891546,8,0,57.16598172373098
25.682353579104703,49.89839186349783,31.07055491143067,0,16,41.53186000171875
27.24915372952583,56.4945608966331,32.44565278324644,1,2,38.142885109843476
27.16140615610471,62.70750209618787,30.27585318935732,0,10,46.81581663245338
19.866991896128727,78.81713531732547,29.996957588388554,3,17,55.72557346466848
21.18652488025463,63.27236107657423,35.98313560413621,9,9,72.4685672831688
25.54510580162598,66.59839966388344,37.580580901775214,6,20,71.34073564901384
25.541357852736628,49.940338010121444,22.462235276832896,6,8,29.38909083999568
25.545143058918143,44.741318940305234,30.050105758702845,5,6,48.47111085051474
35.558194471964164,55.62331349619123,26.556527832773828,4,10,17.983192288272416
25.7126715320795,56.07169915259596,28.445142667569637,3,7,47.32342963706233
27.406696920541798,44.214872586354026,32.01258104867661,7,1,46.83688700321763
26.86200529047961,53.24705470095987,33.34719185771234,6,4,63.1672434061848
25.954173753917395,58.99317601719131,29.439367781943275,9,8,60.81537843356226
23.054192266078964,58.6039339501808,20.433298326385987,0,0,23.54891583726203
26.276907661479804,60.042878533842725,25.174772097119103,5,16,43.92982445459508
21.681524356387285,57.90964730137443,34.48249835100083,1,9,60.70492189268167
23.289544179779973,49.929913407299445,16.297867889825344,3,7,25.923174069863446
22.54390935651269,49.86099373351157,35.93713575841,4,17,67.74196924283973
24.245622418158966,43.010486020061236,32.606149953222705,7,9,60.42063519004775
30.943975700020527,72.84775039185095,36.58088040765011,5,8,58.45139480331053
18.398204422224758,55.13450364619293,29.0071540655952,1,3,59.28062032324204
26.058780571123542,52.75146944205148,19.692972879885474,4,1,31.94680840753996
19.161852386431043,45.71207918547541,32.15181320753249,4,18,63.37638040234002
22.5842044026317,84.35657902327779,36.3732656201917,5,9,80.91583897419639
27.2668517909021,44.26671967777104,34.623609027567106,0,16,47.67982143684846
24.19284005728639,50.71152074393927,26.686542582559824,7,2,57.23549640831882
20.76676566621208,59.15836836286061,30.433805377313234,2,20,63.24220720095963
21.854088872220096,61.00212965744278,27.33581865610038,4,18,57.41338269438923
26.038793246804026,64.57932055215684,25.90366767905314,6,18,44.03293281784488
21.80890010484859,73.07608507769262,34.77694285589926,2,21,60.294539431320025
24.649375768745923,60.06157655460712,24.01233844367419,9,18,52.54088376320091
24.13671551971144,44.439692000333324,25.530917847091935,5,18,43.878947345458506
22.04519895718255,52.430548748782186,24.47987183263807,4,14,41.613799425629594
30.431832267975977,58.07832372513885,22.548762383504766,6,17,21.9861171231828
25.901757066954033,75.68226041505824,30.732071459213017,9,16,73.6442744728076
17.924572240027178,41.02194521575703,35.80751524240988,2,9,69.20043916172204
24.559362944308283,67.02576505225227,29.07561621877367,1,23,40.099005831147494
22.014640605694836,56.79914369546417,22.47126099717917,3,13,38.31808642456724
26.557300004388672,63.37830535229481,34.19972269871014,2,18,46.57991277167733
21.622437784701898,53.98005283364068,38.42850877017486,3,22,74.21507899378736
23.655790675599302,46.575673698736736,26.76878837926703,6,17,56.44910492983827
25.51496183694137,62.50872779401332,27.60722866641141,4,10,45.00703688506156
26.597265582510364,61.54431027105621,32.57830315041697,3,10,50.96293948255865
20.39911077883267,64.72056965739722,38.109368738925255,5,11,78.45525263687685
22.996496292477154,54.866953646213645,27.40082927137387,6,7,51.14676944967503
22.575164066517132,49.001779766801505,23.337751095008976,4,15,35.346081380989524
22.040012302278864,39.412130049761586,33.15709303136203,6,23,67.96801477309099
29.29636272084329,63.19373268139407,33.9953403657115,2,7,48.33121510264837
25.214945132882868,59.23889482443986,30.030657252176134,6,23,54.72000723033855
20.217348136994865,45.342173671360406,27.209333701712747,2,13,45.456355453576776
26.753585841164327,49.614263267033756,34.97189365496023,5,22,49.95641233830064
30.3664685910379,50.332411880485594,32.64018002273982,7,17,53.33905722856234
27.09739578165344,40.17015568017582,26.157822415482535,5,23,42.28669338766006
19.44189010213796,46.82317603394866,30.245473656528358,9,20,59.346780724153575
22.547297781401245,43.66169643193646,23.24146233987677,2,21,37.03407403119398
27.800733447559868,50.87520988112063,33.4294522821896,4,3,53.832254394284305
21.876991603143658,47.61302501670437,28.68883215308572,8,16,65.32861453389127
25.331458284438686,38.72995079133251,27.821445838076315,7,12,51.626286454627646
26.32390216028801,75.22590230569482,29.83562757423783,5,4,67.77023477956178
21.21920858526575,67.52540731029231,30.20153849665124,8,2,71.22358513127392
23.8214239318146,47.209805784800146,34.4746503078278,1,8,57.432785436355935
14.276197979792782,57.7242139665361,32.95545265662611,8,19,85.73793478168028
20.92683707599713,59.17465089821295,29.217953606035987,9,17,63.320454114571326
23.242295545820518,66.91085854773476,33.81834074859498,9,19,77.766715178049
20.25665045410545,46.81394973339921,32.00368626845807,5,18,67.507226553274
28.897233911794906,65.92106783982426,27.867001818569815,8,18,50.424781025110775
19.7095758661181,49.52094695793065,29.37640920881757,3,20,46.88872460917447
22.67986653990905,41.641375958313866,29.258885555784396,4,15,41.40566821265661
24.392221731858275,62.24136559314498,32.52630671587101,1,0,55.777054639966856
28.323819867198345,67.90758424122428,28.16488692639179,2,4,37.22572379954709
19.69241354646168,80.87908973530685,28.047954067891833,0,23,57.75527442805831
27.48949125646488,43.002747349097866,39.84378654716979,3,14,61.02287087621238
24.03069918305876,61.989196850807886,34.69867740873552,1,11,56.3606308079583
21.055474046856148,50.90198756206467,26.196996677874303,1,0,41.27322027843545
25.386310422789812,62.83358710524031,32.854704969710994,0,13,48.135530419829806
24.59717908672041,40.295104487687496,30.591750328275886,9,17,60.03512504146238
22.199349368523617,42.37230224301436,31.957755876300467,1,17,51.62849344012538
24.209406254970055,47.24125176833516,30.686706622825522,3,5,44.13210327982559
22.84405920941472,55.78964045668084,35.94821322742618,5,0,67.87102005037892
24.340552035753745,48.58918733461645,31.72810172325723,6,16,51.0483211453988
25.98639202356314,61.590543439134194,29.689556508928565,6,17,55.45527075703917
28.758050448436055,65.26894618257914,35.21095288491509,6,14,57.15877764609389
20.286553503519453,60.995775412453554,31.16642520543936,3,11,64.65733667082223
30.3991001239688,71.18787639660869,30.60739289664529,4,12,43.57080253420068
18.143736601432494,59.15826629455343,31.57011301243057,2,19,69.32026283851702
23.54464471489325,42.83103289659833,29.53195488316817,0,1,46.489229119932446
25.76495161945373,68.6337651353834,30.046134964977345,7,3,60.37350293257939
24.842975603205097,48.948437643940025,27.066527056190637,9,2,50.29541780211117
22.13190144053822,64.10418499685571,26.244163901880604,6,18,49.76929445977451
23.375633248928175,70.73734216555107,25.007148067587803,8,7,60.29239274678647
22.5209971960235,59.566880107303994,23.04008356601462,9,11,51.57726970981175
22.231905729167366,40.038411868353506,25.601413193077217,3,11,39.991288533451204
26.548806291063073,45.81787833490208,29.12866482766537,4,9,39.96306410359243
25.071046457895143,68.22744466885135,30.515587912228185,4,0,47.44334854637252
21.921271214218038,53.308773143571834,28.643517184261796,6,4,61.80953897619692
26.698799626299753,55.79573534942166,18.22148254936321,8,19,30.36051399778241
24.921898562629828,62.58824416163609,37.87293178881171,7,10,64.36729133462214
26.43858635651688,61.963228620803235,35.43240061445191,6,8,62.88645411296325
25.888886525770836,57.78799812385461,32.228799256085644,0,13,38.242755555566006
21.513014967233783,52.91331628779534,39.53745336276634,9,2,87.87476475687
22.319456879409092,51.87331554267643,25.113179412581445,5,4,48.41445594641232
26.241880815369786,63.57898825291343,39.438125603130025,9,23,86.007459244562
25.831110796300393,60.53569531067793,25.17392961624726,8,20,40.463424480355265
23.937295218107554,52.4269999938221,31.193689626456784,6,8,64.42692951094519
24.351982149926346,65.82112312993141,23.63081337432898,0,17,35.900673125294134
27.832994687365275,53.70965884870216,30.073470477721834,8,5,44.759283380700495
22.22528583349251,46.48337825665607,31.930832489991943,2,20,61.491194347158434
25.641292143510114,47.410293010966555,29.226548344327227,8,6,51.77130445438448
23.39342204269832,45.21259163690234,33.569387220450686,3,15,48.959534220970035
23.34695639031834,52.27589983396313,30.495072247436287,8,7,66.17691704064785
27.29633055596157,67.33724278336193,27.387926358112452,7,22,43.939832271159105
26.47624904696409,46.94904818969491,27.165933410988302,6,9,48.24518867741213
26.440528908001916,56.884757610181026,34.05456886307848,3,4,52.33372485774071
27.916436421462986,48.43310654372587,26.73128985096516,8,10,41.41352356855603
24.063011524898275,52.39690958728563,34.57701485242468,3,20,51.238873828551775
26.045858913884892,39.89958788014748,36.11355896415965,0,12,41.88732310646459
23.069199730219633,52.79461770843463,21.65643068826935,5,19,38.815173591337924
24.972499057465328,53.06294620195038,35.664631936505174,3,1,50.10714629284389
23.609570836896946,60.402879440356955,40.3021134922235,9,13,87.9520756648631
24.290987894978155,57.232809132553705,31.260018806009644,2,8,47.48383526676577
25.785471076310742,43.01607875047955,32.99542092647411,4,9,48.342778431363136
21.545337950299583,65.84198244043543,35.18502662184579,2,9,68.94779643004043
30.277161827056382,57.10303040221996,28.62258842410489,8,9,43.801398957589186
20.981947855500895,56.98393517177487,30.911401117689348,5,18,68.1069683879714
20.357434161636803,54.90817646614861,23.429002351884453,2,10,31.363813118254132
27.474332620500203,49.8224255277778,30.693175142652255,4,10,48.3866740505395
26.37498808188881,57.17802339748726,32.490559978222706,7,2,58.50499551819727
25.872359451156466,59.75588435928582,32.580815114632344,7,18,57.05426931119025
25.88503652779284,37.53104308654445,35.3271236179879,5,23,59.88844273916722
23.963259681459256,49.61239162653904,26.125989109322354,4,21,45.14329519430846
21.308236885542506,52.45053029596411,27.33696621663252,4,0,51.93431403739089
24.22741367458118,57.56170605694278,39.477536729956775,0,11,61.50335932343561
21.968514865463664,66.93311005927126,29.24835813118145,1,14,48.112289516011714
26.925359200253254,47.28259185403218,31.00016893656164,3,13,37.93968672347157
23.558827855493583,50.02038153182158,29.664949791373896,5,2,59.0480341963725
21.523508409622465,49.8746588935345,25.891595868474887,6,19,54.83225182964631
23.03584247504102,46.98472409895459,38.11764605445903,0,12,62.10229287174926
25.238794362826873,51.528135048877374,27.36149294039697,7,17,46.56885102603195
22.308826341588077,62.708022199879714,24.36357238146535,0,15,48.0913633236098
21.533338813300706,44.461645046356544,27.746298613486243,8,5,53.29217305494887
24.731061634475736,59.27814395152903,19.991469991372334,3,9,27.413900756721382
24.73489971332617,37.98097769981665,26.743562675084092,6,16,51.4763907057861
22.47917047388661,49.38662003557794,25.15935701073837,5,16,44.91431444178076
22.58688508314503,51.70510699782014,33.08714315463662,8,7,76.20259679737023
24.69614981207291,71.74859672914064,26.632928802200638,1,3,44.29111306390706
19.655746975508027,52.25197695247312,34.439019677894244,6,14,69.66824856243544
19.777608676870337,32.987565265490815,36.992419965346606,4,0,66.34684651659029
21.844667336242694,35.011110931387506,33.905876681437995,6,6,58.04172436044114
23.35965854486446,55.34029586346681,28.923058555699615,0,9,46.19555320940951
24.932722696794013,61.13770855789909,30.705572483527966,9,6,69.0014574863891
28.426068650848656,58.75455857627253,22.3750752992797,8,0,38.8610078779157
26.572978869606057,56.675701058009906,29.3311031373938,0,16,38.937107181492976
23.520184410109717,66.62259597505667,25.697807659665834,4,11,42.14585234393899
23.942951376291933,49.60408779262868,33.47163190574649,7,16,68.40554990557378
20.992411906086573,63.94910556026825,42.86376194622237,0,14,82.12691617673622
23.944460592022832,38.679851149735825,32.49910817986905,6,23,57.103711323431
23.134024083239584,45.95052167061934,20.04429925522667,1,15,23.098843071458024
24.968155681014267,36.929586050681834,28.193849035428137,6,22,44.74978689237667
21.518307169343032,52.25154699330208,30.612454626872275,6,13,56.31429520285527
25.558039542723517,54.53738782733657,30.43678712630132,8,2,49.7471220939403
28.598216739007732,56.1410149222652,26.345934371956233,5,18,35.838503555083996
23.67371955462943,55.61883352887135,31.226458713184677,3,11,48.49100645616296
25.205135166296824,45.72446669188272,23.787495815403062,6,18,35.343882567140504
26.07043197513334,53.097591555867844,25.275456386574664,6,17,38.899570328933954
22.796338584342493,40.02553331394252,33.228988208018556,3,13,53.482831745183674
24.67227744543125,68.6322897513225,24.92168384560087,1,19,37.37002413742512
24.037777202345385,51.96373927101999,32.69105802746129,8,22,48.629916607039505
24.293028295646494,50.11113880956309,23.15268112671971,7,8,43.49213503987273
21.6809706484336,70.88940328444083,38.82412941895868,4,2,79.21062122476035
24.073530522776828,42.57753466450771,26.128650387979725,4,22,44.689238418622246
25.493994873736348,43.74412885968031,28.881667140982778,0,11,33.82953268846796
28.353430823385125,44.037796751314346,31.65306630545203,8,19,56.2327778675434
26.87781247825562,54.32128618300518,27.17325023749453,9,16,49.12210756376708
30.45954737253467,59.31631629637597,30.71702980535652,7,4,49.010252716340915
21.697957311335852,62.39675468117834,32.87678362260063,4,7,59.491004340027345
26.616961910162033,80.7199531749497,34.803066162517425,9,18,79.26859567967055
24.550026017215057,32.50567545799236,33.957487179864785,5,3,60.06661300008851
30.56940879965302,61.08735589124417,29.14094768098663,9,14,57.885862965963476
21.575105143934547,49.42869427427769,29.266841129781987,9,18,60.49987309829907
21.480834473457673,49.135848511112265,41.745542790125164,7,14,86.91859936654757
22.201822063667933,48.80227871746122,34.74944534124646,5,13,57.53693816309392
17.62831282707058,45.91230329192027,25.39088171839893,9,15,52.86265963761609
22.422734934957717,71.84524834603451,30.49994081882776,3,23,61.5251643721497
21.722602015338907,63.422973270139025,28.32428430610904,2,9,50.66605582719366
24.451181359428624,55.23195978557375,29.32332883038445,6,23,46.888432642187816
25.025267927331477,68.51015752487001,23.85252421145956,1,13,36.10321283463855
